GL class,Ledger Type,Ledger Name,Ledger Code,Ledger Description,Ledger Currency,Branch,Related Parent Ledger,Mapped Product Code,Mapped Product Name
Equity,Parent,Huge644,EQUZ49,This is a parent under a parent Vault Cash 644,TBT,S012,,,
Equity,Parent,Huge645,EQUZ50,This is a parent under a parent Vault Cash 645,TBT,S012,,,
Equity,Parent,Huge646,EQUZ51,This is a parent under a parent Vault Cash 646,TBT,S012,,,
Equity,Parent,Huge647,EQUZ52,This is a parent under a parent Vault Cash 647,TBT,S012,,,
Equity,Parent,Huge648,EQUZ53,This is a parent under a parent Vault Cash 648,TBT,S012,,,
Equity,Parent,Huge649,EQUZ54,This is a parent under a parent Vault Cash 649,TBT,S012,,,
Equity,Parent,Huge650,EQUZ55,This is a parent under a parent Vault Cash 650,TBT,S012,,,
Equity,Parent,Huge651,EQUZ56,This is a parent under a parent Vault Cash 651,TBT,S012,,,
Equity,Parent,Huge652,EQUZ57,This is a parent under a parent Vault Cash 652,TBT,S012,,,
Equity,Parent,Huge653,EQUZ58,This is a parent under a parent Vault Cash 653,TBT,S012,,,
Equity,Parent,Huge654,EQUZ59,This is a parent under a parent Vault Cash 654,TBT,S012,,,
Equity,Parent,Huge655,EQUZ60,This is a parent under a parent Vault Cash 655,TBT,S012,,,
Equity,Parent,Huge656,EQUZ61,This is a parent under a parent Vault Cash 656,TBT,S012,,,
Equity,Parent,Huge657,EQUZ62,This is a parent under a parent Vault Cash 657,TBT,S012,,,
Equity,Parent,Huge658,EQUZ63,This is a parent under a parent Vault Cash 658,TBT,S012,,,
Equity,Parent,Huge659,EQUZ64,This is a parent under a parent Vault Cash 659,TBT,S012,,,
Equity,Parent,Huge660,EQUZ65,This is a parent under a parent Vault Cash 660,TBT,S012,,,
Equity,Parent,Huge661,EQUZ66,This is a parent under a parent Vault Cash 661,TBT,S012,,,
Equity,Parent,Huge662,EQUZ67,This is a parent under a parent Vault Cash 662,TBT,S012,,,
Equity,Parent,Huge663,EQUZ68,This is a parent under a parent Vault Cash 663,TBT,S012,,,
Equity,Parent,Huge664,EQUZ69,This is a parent under a parent Vault Cash 664,TBT,S012,,,
Equity,Parent,Huge665,EQUZ70,This is a parent under a parent Vault Cash 665,TBT,S012,,,
Equity,Parent,Huge666,EQUZ71,This is a parent under a parent Vault Cash 666,TBT,S012,,,
Equity,Parent,Huge667,EQUZ72,This is a parent under a parent Vault Cash 667,TBT,S012,,,
Equity,Parent,Huge668,EQUZ73,This is a parent under a parent Vault Cash 668,TBT,S012,,,
Equity,Parent,Huge669,EQUZ74,This is a parent under a parent Vault Cash 669,TBT,S012,,,
Equity,Parent,Huge670,EQUZ75,This is a parent under a parent Vault Cash 670,TBT,S012,,,
Equity,Parent,Huge671,EQUZ76,This is a parent under a parent Vault Cash 671,TBT,S012,,,
Equity,Parent,Huge672,EQUZ77,This is a parent under a parent Vault Cash 672,TBT,S012,,,
Equity,Parent,Huge673,EQUZ78,This is a parent under a parent Vault Cash 673,TBT,S012,,,
Equity,Parent,Huge674,EQUZ79,This is a parent under a parent Vault Cash 674,TBT,S012,,,
Equity,Parent,Huge675,EQUZ80,This is a parent under a parent Vault Cash 675,TBT,S012,,,
Equity,Parent,Huge676,EQUZ81,This is a parent under a parent Vault Cash 676,TBT,S012,,,
Equity,Parent,Huge677,EQUZ82,This is a parent under a parent Vault Cash 677,TBT,S012,,,
Equity,Parent,Huge678,EQUZ83,This is a parent under a parent Vault Cash 678,TBT,S012,,,
Equity,Parent,Huge679,EQUZ84,This is a parent under a parent Vault Cash 679,TBT,S012,,,
Equity,Parent,Huge680,EQUZ85,This is a parent under a parent Vault Cash 680,TBT,S012,,,
Equity,Parent,Huge681,EQUZ86,This is a parent under a parent Vault Cash 681,TBT,S012,,,
Equity,Parent,Huge682,EQUZ87,This is a parent under a parent Vault Cash 682,TBT,S012,,,
Equity,Parent,Huge683,EQUZ88,This is a parent under a parent Vault Cash 683,TBT,S012,,,
Equity,Parent,Huge684,EQUZ89,This is a parent under a parent Vault Cash 684,TBT,S012,,,
Equity,Parent,Huge685,EQUZ90,This is a parent under a parent Vault Cash 685,TBT,S012,,,
Equity,Parent,Huge686,EQUZ91,This is a parent under a parent Vault Cash 686,TBT,S012,,,
Equity,Parent,Huge687,EQUZ92,This is a parent under a parent Vault Cash 687,TBT,S012,,,
Equity,Parent,Huge688,EQUZ93,This is a parent under a parent Vault Cash 688,TBT,S012,,,
Equity,Parent,Huge689,EQUZ94,This is a parent under a parent Vault Cash 689,TBT,S012,,,
Equity,Parent,Huge690,EQUZ95,This is a parent under a parent Vault Cash 690,TBT,S012,,,
Equity,Parent,Huge691,EQUZ96,This is a parent under a parent Vault Cash 691,TBT,S012,,,
Equity,Parent,Huge692,EQUZ97,This is a parent under a parent Vault Cash 692,TBT,S012,,,
Equity,Parent,Huge693,EQUZ98,This is a parent under a parent Vault Cash 693,TBT,S012,,,
Equity,Parent,Huge694,EQUZ99,This is a parent under a parent Vault Cash 694,TBT,S012,,,
Equity,Parent,Huge695,EQUA01,This is a parent under a parent Vault Cash 695,TBT,S012,,,
Equity,Parent,Huge696,EQUA02,This is a parent under a parent Vault Cash 696,TBT,S012,,,
Equity,Parent,Huge697,EQUA03,This is a parent under a parent Vault Cash 697,TBT,S012,,,
Equity,Parent,Huge698,EQUA04,This is a parent under a parent Vault Cash 698,TBT,S012,,,
Equity,Parent,Huge699,EQUA05,This is a parent under a parent Vault Cash 699,TBT,S012,,,
Equity,Parent,Huge700,EQUA06,This is a parent under a parent Vault Cash 700,TBT,S012,,,
Equity,Parent,Huge701,EQUA07,This is a parent under a parent Vault Cash 701,TBT,S012,,,
Equity,Parent,Huge702,EQUA08,This is a parent under a parent Vault Cash 702,TBT,S012,,,
Equity,Parent,Huge703,EQUA09,This is a parent under a parent Vault Cash 703,TBT,S012,,,
Equity,Parent,Huge704,EQUA10,This is a parent under a parent Vault Cash 704,TBT,S012,,,
Equity,Parent,Huge705,EQUA11,This is a parent under a parent Vault Cash 705,TBT,S012,,,
Equity,Parent,Huge706,EQUA12,This is a parent under a parent Vault Cash 706,TBT,S012,,,
Equity,Parent,Huge707,EQUA13,This is a parent under a parent Vault Cash 707,TBT,S012,,,
Equity,Parent,Huge708,EQUA14,This is a parent under a parent Vault Cash 708,TBT,S012,,,
Equity,Parent,Huge709,EQUA15,This is a parent under a parent Vault Cash 709,TBT,S012,,,
Equity,Parent,Huge710,EQUA16,This is a parent under a parent Vault Cash 710,TBT,S012,,,
Equity,Parent,Huge711,EQUA17,This is a parent under a parent Vault Cash 711,TBT,S012,,,
Equity,Parent,Huge712,EQUA18,This is a parent under a parent Vault Cash 712,TBT,S012,,,
Equity,Parent,Huge713,EQUA19,This is a parent under a parent Vault Cash 713,TBT,S012,,,
Equity,Parent,Huge714,EQUA20,This is a parent under a parent Vault Cash 714,TBT,S012,,,
Equity,Parent,Huge715,EQUA21,This is a parent under a parent Vault Cash 715,TBT,S012,,,
Equity,Parent,Huge716,EQUA22,This is a parent under a parent Vault Cash 716,TBT,S012,,,
Equity,Parent,Huge717,EQUA23,This is a parent under a parent Vault Cash 717,TBT,S012,,,
Equity,Parent,Huge718,EQUA24,This is a parent under a parent Vault Cash 718,TBT,S012,,,
Equity,Parent,Huge719,EQUA25,This is a parent under a parent Vault Cash 719,TBT,S012,,,
Equity,Parent,Huge720,EQUA26,This is a parent under a parent Vault Cash 720,TBT,S012,,,
Equity,Parent,Huge721,EQUA27,This is a parent under a parent Vault Cash 721,TBT,S012,,,
Equity,Parent,Huge722,EQUA28,This is a parent under a parent Vault Cash 722,TBT,S012,,,
Equity,Parent,Huge723,EQUA29,This is a parent under a parent Vault Cash 723,TBT,S012,,,
Equity,Parent,Huge724,EQUA30,This is a parent under a parent Vault Cash 724,TBT,S012,,,
Equity,Parent,Huge725,EQUA31,This is a parent under a parent Vault Cash 725,TBT,S012,,,
Equity,Parent,Huge726,EQUA32,This is a parent under a parent Vault Cash 726,TBT,S012,,,
Equity,Parent,Huge727,EQUA33,This is a parent under a parent Vault Cash 727,TBT,S012,,,
Equity,Parent,Huge728,EQUA34,This is a parent under a parent Vault Cash 728,TBT,S012,,,
Equity,Parent,Huge729,EQUA35,This is a parent under a parent Vault Cash 729,TBT,S012,,,
Equity,Parent,Huge730,EQUA36,This is a parent under a parent Vault Cash 730,TBT,S012,,,
Equity,Parent,Huge731,EQUA37,This is a parent under a parent Vault Cash 731,TBT,S012,,,
Equity,Parent,Huge732,EQUA38,This is a parent under a parent Vault Cash 732,TBT,S012,,,
Equity,Parent,Huge733,EQUA39,This is a parent under a parent Vault Cash 733,TBT,S012,,,
Equity,Parent,Huge734,EQUA40,This is a parent under a parent Vault Cash 734,TBT,S012,,,
Equity,Parent,Huge735,EQUA41,This is a parent under a parent Vault Cash 735,TBT,S012,,,
Equity,Parent,Huge736,EQUA42,This is a parent under a parent Vault Cash 736,TBT,S012,,,
Equity,Parent,Huge737,EQUA43,This is a parent under a parent Vault Cash 737,TBT,S012,,,
Equity,Parent,Huge738,EQUA44,This is a parent under a parent Vault Cash 738,TBT,S012,,,
Equity,Parent,Huge739,EQUA45,This is a parent under a parent Vault Cash 739,TBT,S012,,,
Equity,Parent,Huge740,EQUA46,This is a parent under a parent Vault Cash 740,TBT,S012,,,
Equity,Parent,Huge741,EQUA47,This is a parent under a parent Vault Cash 741,TBT,S012,,,
Equity,Parent,Huge742,EQUA48,This is a parent under a parent Vault Cash 742,TBT,S012,,,
Equity,Parent,Huge743,EQUA49,This is a parent under a parent Vault Cash 743,TBT,S012,,,
Equity,Parent,Huge744,EQUA50,This is a parent under a parent Vault Cash 744,TBT,S012,,,
Equity,Parent,Huge745,EQUA51,This is a parent under a parent Vault Cash 745,TBT,S012,,,
Equity,Parent,Huge746,EQUA52,This is a parent under a parent Vault Cash 746,TBT,S012,,,
Equity,Parent,Huge747,EQUA53,This is a parent under a parent Vault Cash 747,TBT,S012,,,
Equity,Parent,Huge748,EQUA54,This is a parent under a parent Vault Cash 748,TBT,S012,,,
Equity,Parent,Huge749,EQUA55,This is a parent under a parent Vault Cash 749,TBT,S012,,,
Equity,Parent,Huge750,EQUA56,This is a parent under a parent Vault Cash 750,TBT,S012,,,
Equity,Parent,Huge751,EQUA57,This is a parent under a parent Vault Cash 751,TBT,S012,,,
Equity,Parent,Huge752,EQUA58,This is a parent under a parent Vault Cash 752,TBT,S012,,,
Equity,Parent,Huge753,EQUA59,This is a parent under a parent Vault Cash 753,TBT,S012,,,
Equity,Parent,Huge754,EQUA60,This is a parent under a parent Vault Cash 754,TBT,S012,,,
Equity,Parent,Huge755,EQUA61,This is a parent under a parent Vault Cash 755,TBT,S012,,,
Equity,Parent,Huge756,EQUA62,This is a parent under a parent Vault Cash 756,TBT,S012,,,
Equity,Parent,Huge757,EQUA63,This is a parent under a parent Vault Cash 757,TBT,S012,,,
Equity,Parent,Huge758,EQUA64,This is a parent under a parent Vault Cash 758,TBT,S012,,,
Equity,Parent,Huge759,EQUA65,This is a parent under a parent Vault Cash 759,TBT,S012,,,
Equity,Parent,Huge760,EQUA66,This is a parent under a parent Vault Cash 760,TBT,S012,,,
Equity,Parent,Huge761,EQUA67,This is a parent under a parent Vault Cash 761,TBT,S012,,,
Equity,Parent,Huge762,EQUA68,This is a parent under a parent Vault Cash 762,TBT,S012,,,
Equity,Parent,Huge763,EQUA69,This is a parent under a parent Vault Cash 763,TBT,S012,,,
Equity,Parent,Huge764,EQUA70,This is a parent under a parent Vault Cash 764,TBT,S012,,,
Equity,Parent,Huge765,EQUA71,This is a parent under a parent Vault Cash 765,TBT,S012,,,
Equity,Parent,Huge766,EQUA72,This is a parent under a parent Vault Cash 766,TBT,S012,,,
Equity,Parent,Huge767,EQUA73,This is a parent under a parent Vault Cash 767,TBT,S012,,,
Equity,Parent,Huge768,EQUA74,This is a parent under a parent Vault Cash 768,TBT,S012,,,
Equity,Parent,Huge769,EQUA75,This is a parent under a parent Vault Cash 769,TBT,S012,,,
Equity,Parent,Huge770,EQUA76,This is a parent under a parent Vault Cash 770,TBT,S012,,,
Equity,Parent,Huge771,EQUA77,This is a parent under a parent Vault Cash 771,TBT,S012,,,
Equity,Parent,Huge772,EQUA78,This is a parent under a parent Vault Cash 772,TBT,S012,,,
Equity,Parent,Huge773,EQUA79,This is a parent under a parent Vault Cash 773,TBT,S012,,,
Equity,Parent,Huge774,EQUA80,This is a parent under a parent Vault Cash 774,TBT,S012,,,
Equity,Parent,Huge775,EQUA81,This is a parent under a parent Vault Cash 775,TBT,S012,,,
Equity,Parent,Huge776,EQUA82,This is a parent under a parent Vault Cash 776,TBT,S012,,,
Equity,Parent,Huge777,EQUA83,This is a parent under a parent Vault Cash 777,TBT,S012,,,
Equity,Parent,Huge778,EQUA84,This is a parent under a parent Vault Cash 778,TBT,S012,,,
Equity,Parent,Huge779,EQUA85,This is a parent under a parent Vault Cash 779,TBT,S012,,,
Equity,Parent,Huge780,EQUA86,This is a parent under a parent Vault Cash 780,TBT,S012,,,
Equity,Parent,Huge781,EQUA87,This is a parent under a parent Vault Cash 781,TBT,S012,,,
Equity,Parent,Huge782,EQUA88,This is a parent under a parent Vault Cash 782,TBT,S012,,,
Equity,Parent,Huge783,EQUA89,This is a parent under a parent Vault Cash 783,TBT,S012,,,
Equity,Parent,Huge784,EQUA90,This is a parent under a parent Vault Cash 784,TBT,S012,,,
Equity,Parent,Huge785,EQUA91,This is a parent under a parent Vault Cash 785,TBT,S012,,,
Equity,Parent,Huge786,EQUA92,This is a parent under a parent Vault Cash 786,TBT,S012,,,
Equity,Parent,Huge787,EQUA93,This is a parent under a parent Vault Cash 787,TBT,S012,,,
Equity,Parent,Huge788,EQUA94,This is a parent under a parent Vault Cash 788,TBT,S012,,,
Equity,Parent,Huge789,EQUA95,This is a parent under a parent Vault Cash 789,TBT,S012,,,
Equity,Parent,Huge790,EQUA96,This is a parent under a parent Vault Cash 790,TBT,S012,,,
Equity,Parent,Huge791,EQUA97,This is a parent under a parent Vault Cash 791,TBT,S012,,,
Equity,Parent,Huge792,EQUA98,This is a parent under a parent Vault Cash 792,TBT,S012,,,
Equity,Parent,Huge793,EQUA99,This is a parent under a parent Vault Cash 793,TBT,S012,,,
Equity,Parent,Huge794,EQUB01,This is a parent under a parent Vault Cash 794,TBT,S012,,,
Equity,Parent,Huge795,EQUB02,This is a parent under a parent Vault Cash 795,TBT,S012,,,
Equity,Parent,Huge796,EQUB03,This is a parent under a parent Vault Cash 796,TBT,S012,,,
Equity,Parent,Huge797,EQUB04,This is a parent under a parent Vault Cash 797,TBT,S012,,,
Equity,Parent,Huge798,EQUB05,This is a parent under a parent Vault Cash 798,TBT,S012,,,
Equity,Parent,Huge799,EQUB06,This is a parent under a parent Vault Cash 799,TBT,S012,,,
Equity,Parent,Huge800,EQUB07,This is a parent under a parent Vault Cash 800,TBT,S012,,,
Equity,Parent,Huge801,EQUB08,This is a parent under a parent Vault Cash 801,TBT,S012,,,
Equity,Parent,Huge802,EQUB09,This is a parent under a parent Vault Cash 802,TBT,S012,,,
Equity,Parent,Huge803,EQUB10,This is a parent under a parent Vault Cash 803,TBT,S012,,,
Equity,Parent,Huge804,EQUB11,This is a parent under a parent Vault Cash 804,TBT,S012,,,
Equity,Parent,Huge805,EQUB12,This is a parent under a parent Vault Cash 805,TBT,S012,,,
Equity,Parent,Huge806,EQUB13,This is a parent under a parent Vault Cash 806,TBT,S012,,,
Equity,Parent,Huge807,EQUB14,This is a parent under a parent Vault Cash 807,TBT,S012,,,
Liability,Parent,Liability_Test_Upload SRC A,LIAVFG,Desc,NGN,HQ,,,
Equity,Parent,Huge808,EQUB15,This is a parent under a parent Vault Cash 808,TBT,S012,,,
Equity,Parent,Huge809,EQUB16,This is a parent under a parent Vault Cash 809,TBT,S012,,,
Equity,Parent,Huge810,EQUB17,This is a parent under a parent Vault Cash 810,TBT,S012,,,
Equity,Parent,Huge811,EQUB18,This is a parent under a parent Vault Cash 811,TBT,S012,,,
Equity,Parent,Huge812,EQUB19,This is a parent under a parent Vault Cash 812,TBT,S012,,,
Equity,Parent,Huge813,EQUB20,This is a parent under a parent Vault Cash 813,TBT,S012,,,
Equity,Parent,Huge814,EQUB21,This is a parent under a parent Vault Cash 814,TBT,S012,,,
Equity,Parent,Huge815,EQUB22,This is a parent under a parent Vault Cash 815,TBT,S012,,,
Equity,Parent,Huge816,EQUB23,This is a parent under a parent Vault Cash 816,TBT,S012,,,
Equity,Parent,Huge817,EQUB24,This is a parent under a parent Vault Cash 817,TBT,S012,,,
Equity,Parent,Huge818,EQUB25,This is a parent under a parent Vault Cash 818,TBT,S012,,,
Equity,Parent,Huge819,EQUB26,This is a parent under a parent Vault Cash 819,TBT,S012,,,
Equity,Parent,Huge820,EQUB27,This is a parent under a parent Vault Cash 820,TBT,S012,,,
Equity,Parent,Huge821,EQUB28,This is a parent under a parent Vault Cash 821,TBT,S012,,,
Equity,Parent,Huge822,EQUB29,This is a parent under a parent Vault Cash 822,TBT,S012,,,
Equity,Parent,Huge823,EQUB30,This is a parent under a parent Vault Cash 823,TBT,S012,,,
Equity,Parent,Huge824,EQUB31,This is a parent under a parent Vault Cash 824,TBT,S012,,,
Equity,Parent,Huge825,EQUB32,This is a parent under a parent Vault Cash 825,TBT,S012,,,
Equity,Parent,Huge826,EQUB33,This is a parent under a parent Vault Cash 826,TBT,S012,,,
Equity,Parent,Huge827,EQUB34,This is a parent under a parent Vault Cash 827,TBT,S012,,,
Equity,Parent,Huge828,EQUB35,This is a parent under a parent Vault Cash 828,TBT,S012,,,
Equity,Parent,Huge829,EQUB36,This is a parent under a parent Vault Cash 829,TBT,S012,,,
Equity,Parent,Huge830,EQUB37,This is a parent under a parent Vault Cash 830,TBT,S012,,,
Equity,Parent,Huge831,EQUB38,This is a parent under a parent Vault Cash 831,TBT,S012,,,
Equity,Parent,Huge832,EQUB39,This is a parent under a parent Vault Cash 832,TBT,S012,,,
Equity,Parent,Huge833,EQUB40,This is a parent under a parent Vault Cash 833,TBT,S012,,,
Equity,Parent,Huge834,EQUB41,This is a parent under a parent Vault Cash 834,TBT,S012,,,
Equity,Parent,Huge835,EQUB42,This is a parent under a parent Vault Cash 835,TBT,S012,,,
Equity,Parent,Huge836,EQUB43,This is a parent under a parent Vault Cash 836,TBT,S012,,,
Equity,Parent,Huge837,EQUB44,This is a parent under a parent Vault Cash 837,TBT,S012,,,
Equity,Parent,Huge838,EQUB45,This is a parent under a parent Vault Cash 838,TBT,S012,,,
Equity,Parent,Huge839,EQUB46,This is a parent under a parent Vault Cash 839,TBT,S012,,,
Equity,Parent,Huge840,EQUB47,This is a parent under a parent Vault Cash 840,TBT,S012,,,
Equity,Parent,Huge841,EQUB48,This is a parent under a parent Vault Cash 841,TBT,S012,,,
Equity,Parent,Huge842,EQUB49,This is a parent under a parent Vault Cash 842,TBT,S012,,,
Equity,Parent,Huge843,EQUB50,This is a parent under a parent Vault Cash 843,TBT,S012,,,
Equity,Parent,Huge844,EQUB51,This is a parent under a parent Vault Cash 844,TBT,S012,,,
Equity,Parent,Huge845,EQUB52,This is a parent under a parent Vault Cash 845,TBT,S012,,,
Equity,Parent,Huge846,EQUB53,This is a parent under a parent Vault Cash 846,TBT,S012,,,
Equity,Parent,Huge847,EQUB54,This is a parent under a parent Vault Cash 847,TBT,S012,,,
Equity,Parent,Huge848,EQUB55,This is a parent under a parent Vault Cash 848,TBT,S012,,,
Equity,Parent,Huge849,EQUB56,This is a parent under a parent Vault Cash 849,TBT,S012,,,
Equity,Parent,Huge850,EQUB57,This is a parent under a parent Vault Cash 850,TBT,S012,,,
Equity,Parent,Huge851,EQUB58,This is a parent under a parent Vault Cash 851,TBT,S012,,,
Equity,Parent,Huge852,EQUB59,This is a parent under a parent Vault Cash 852,TBT,S012,,,
Equity,Parent,Huge853,EQUB60,This is a parent under a parent Vault Cash 853,TBT,S012,,,
Equity,Parent,Huge854,EQUB61,This is a parent under a parent Vault Cash 854,TBT,S012,,,
Equity,Parent,Huge855,EQUB62,This is a parent under a parent Vault Cash 855,TBT,S012,,,
Equity,Parent,Huge856,EQUB63,This is a parent under a parent Vault Cash 856,TBT,S012,,,
Equity,Parent,Huge857,EQUB64,This is a parent under a parent Vault Cash 857,TBT,S012,,,
Equity,Parent,Huge858,EQUB65,This is a parent under a parent Vault Cash 858,TBT,S012,,,
Equity,Parent,Huge859,EQUB66,This is a parent under a parent Vault Cash 859,TBT,S012,,,
